bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,A Blockchain-Enabled Secure Digital Twin Framework for Early BotnetDetection in IIoT Environment,"Salim, Mikail Mohammed and Comivi, Alowonou Kowovi and Nurbek,Tojimurotov and Park, Heejae and Park, Jong Hyuk",SENSORS,2022,ISI Web of Science,,22,"Resource constraints in the Industrial Internet of Things (IIoT) result
in brute-force attacks, transforming them into a botnet to launch
Distributed Denial of Service Attacks. The delayed detection of botnet
formation presents challenges in controlling the spread of malicious
scripts in other devices and increases the probability of a high-volume
cyberattack. In this paper, we propose a secure Blockchain-enabled
Digital Framework for the early detection of Bot formation in a Smart
Factory environment. A Digital Twin (DT) is designed for a group of
devices on the edge layer to collect device data and inspect packet
headers using Deep Learning for connections with external unique IP
addresses with open connections. Data are synchronized between the DT
and a Packet Auditor (PA) for detecting corrupt device data
transmission. Smart Contracts authenticate the DT and PA, ensuring
malicious nodes do not participate in data synchronization. Botnet
spread is prevented using DT certificate revocation. A comparative
analysis of the proposed framework with existing studies demonstrates
that the synchronization of data between the DT and PA ensures data
integrity for the Botnet detection model training. Data privacy is
maintained by inspecting only Packet headers, thereby not requiring the
decryption of encrypted data.",Article,10.3390/s22166133,,"Park, JH (Corresponding Author), Seoul Natl Univ Sci \& Technol SeoulTech, Dept Comp Sci \& Engn, Seoul 01811, South Korea.Salim, Mikail Mohammed; Comivi, Alowonou Kowovi; Nurbek, Tojimurotov; Park, Heejae; Park, Jong Hyuk, Seoul Natl Univ Sci \& Technol SeoulTech, Dept Comp Sci \& Engn, Seoul 01811, South Korea.",,digital twin; blockchain; smart contracts; botnet detection;cybersecurity,MDPI,,English,,,44936.59786,44941.56118,Linatek,Linatek,Accepted,
,A Digital Twin Runtime Verification Framework for Protecting SatellitesSystems from Cyber Attacks,"Hou, Zhe and Li, Qinyi and Foo, Ernest and Dong, Jin Song and de Souza,Paulo",,2022,ISI Web of Science,117-122,,"This paper presents the conceptualisation of a framework that combines
digital twins with runtime verification and applies the techniques in
the context of security monitoring and verification for satellites. We
focus on special considerations needed for space missions and
satellites, and we discuss how digital twins in such applications can be
developed and how the states of the twins should be synchronised. In
particular, we present state synchronisation methods to ensure secure
and efficient long-distance communication between the satellite and its
digital twin on the ground. Building on top of this, we develop a
runtime verification engine for the digital twin that can verify
properties in multiple temporal logic languages. We end the paper with
our proposal to develop a fully verified satellite digital twin system
as future work.",Proceedings Paper,10.1109/ICECCS54210.2022.00022,,"Hou, Z (Corresponding Author), Griffith Univ, Nathan, Qld, Australia.Hou, Zhe; Li, Qinyi; Foo, Ernest; Dong, Jin Song; de Souza, Paulo, Griffith Univ, Nathan, Qld, Australia.Dong, Jin Song, Natl Univ Singapore, Singapore, Singapore.",,model checking; runtime verification; satellite; spacecraft; digitaltwins; cybersecurity,IEEE,,English,"26th International Conference on Engineering of Complex Computer Systems(ICECCS), ELECTR NETWORK, MAR 26-30, 2022",,44936.59786,44941.51395,Linatek,Linatek,Accepted,
,Digital Twin Modeling of Data Center Computer Room Based on LSTM,"Hou, Cong and Sun, Yue and Chen, Wei and Xu, Xiaotian",,2022,ISI Web of Science,,12165,"With the acceleration of the digital construction of the power grid,
many important data is collected in data centers. If a fault is not
found in time, it may cause serious information security incidents. In
terms of the above problems, a digital twin modeling of data center
computer room (DC computer room) based on long short-term memory (LSTM)
network is proposed in this paper to monitor and early warn the failures
of important equipment in computer rooms. The model adopts a five-layer
architecture of the equipment layer, data interaction layer, model
construction layer, simulation analysis layer, and application layer.
Meanwhile, the evaluation characteristics of the equipment in the data
center room are constructed, and the time sequence parameters of the
equipment are predicted in real time based on the long-term and
short-term memory network, and the equipment that may fail is warned in
advance to assist the maintenance personnel in equipment maintenance.",Proceedings Paper,10.1117/12.2627774,,"Hou, C (Corresponding Author), State Grid Jibei Elect Power Co Ltd, Res Inst, North China Elect Power Res Inst Co Ltd, Beijing, Peoples R China.Hou, Cong; Sun, Yue; Chen, Wei; Xu, Xiaotian, State Grid Jibei Elect Power Co Ltd, Res Inst, North China Elect Power Res Inst Co Ltd, Beijing, Peoples R China.",,digital twins; long and short-term memory network; DC computer room;fault detection,SPIE-INT SOC OPTICAL ENGINEERING,0277-786X,English,"International Conference on Intelligent Traffic Systems and Smart City(ITSSC), Zhengzhou, PEOPLES R CHINA, NOV 19-21, 2021",,44936.59786,44940.5063,Linatek,Linatek,Accepted,
,End-to-end security validation of IoT systems based on digital twins ofend-devices,"Maillet-Contoz, Laurent and Michel, Emmanuel and Nava, Mario Diaz andBrun, Paul-Emmanuel and Lepretre, Kevin and Massot, Guillemette",,2020,ISI Web of Science,,,"While the number of digital services is increasing faster and faster,
those services rely more and more on IoT systems to collect data and
perform data analysis, eventually using AI techniques. In this context,
devices are part of the ``root of trust{''} and need to be secured in
order to ensure high quality and trusted digital services. This paper
presents an approach to facilitate the integration, verification and
then the functional validation of the security into devices based on
modeling and simulation. This approach allows reducing the cost impact
of adding security layer to physical devices.",Proceedings Paper,,,"Maillet-Contoz, L (Corresponding Author), STMicroelectronics, Grenoble, France.Maillet-Contoz, Laurent; Michel, Emmanuel; Nava, Mario Diaz, STMicroelectronics, Grenoble, France.Brun, Paul-Emmanuel; Lepretre, Kevin; Massot, Guillemette, Airbus CyberSecur SAS, Elancourt, France.",,Security; IoT system; IoT end-devices; cost and time savings; modelling;simulated devices; digital twin; verification; validation; test;scalability; design quality,IEEE,,English,"4th IEEE Global Internet of Things Summit (GIoTS), ELECTR NETWORK, JUN03-05, 2020",,44936.59786,44940.50249,Linatek,Linatek,Accepted,
,A Digital Twin Based Industrial Automation and Control System SecurityArchitecture,"Gehrmann, Christian and Gunnarsson, Martin",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,2020,ISI Web of Science,669-680,16,"The digital twin is a rather new industrial control and automation
systems concept. While the approach so far has gained interest mainly
due to capabilities to make advanced simulations and optimizations,
recently the possibilities for enhanced security have got attention
within the research community. In this article, we discuss how a digital
twin replication model and corresponding security architecture can be
used to allow data sharing and control of security-critical processes.
We identify design-driving security requirements for digital twin based
data sharing and control. We show that the proposed state
synchronization design meets the expected digital twin synchronization
requirements and give a high-level design and evaluation of other
security components of the architecture. We also make performance
evaluations of a proof of concept for protected software upgrade using
the proposed digital twin design. Our new security framework provides a
foundation for future research work in this promising new area.",Article,10.1109/TII.2019.2938885,,"Gehrmann, C (Corresponding Author), Lund Univ, Dept Elect \& Informat Technol, S-22100 Lund, Sweden.Gehrmann, Christian; Gunnarsson, Martin, Lund Univ, Dept Elect \& Informat Technol, S-22100 Lund, Sweden.Gunnarsson, Martin, Res Inst Sweden, S-22363 Lund, Sweden.",,Security; Computer architecture; Synchronization; Informatics;Automation; Cloud computing; Clocks; Digital twin; security; securityanalysis; security framework; state replication,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,English,,,44936.59786,44940.48958,Linatek,Linatek,Accepted,
,A Digital Twins Approach to Smart Grid Security Testing and Standardization,"Atalay, Manolya and Angin, Pelin",,2020,ISI Web of Science,435-440,,"The exponential growth of the Internet of Things in recent years has
created an ever larger cyber attack surface, introducing new security
vulnerabilities for all computerized systems. Among the most significant
of those systems are industrial control systems (ICS) consisting of many
cyber physical components, and smart grids are a prominent example of
ICS, whose failures have potential to cause major disruptions in all
aspects of our daily lives. In this paper, we provide an overview of
smart grid cybersecurity standards, and review major threats to smart
grid environments at the physical, network and application layers. In
order to overcome the current lack of standards for security evaluation
of smart grids, we propose a digital twins based approach for the
complete lifecycle of a smart grid, which accurately models the
functioning of the physical grid and avoids service disruptions caused
by running security tests on the actual grid. A digital twins based
approach is promising to provide a common ground for the development of
standardized models for continuous and comprehensive penetration testing
of smart grids.",Proceedings Paper,,,"Atalay, M (Corresponding Author), Middle East Tech Univ, Comp Engn, Ankara, Turkey.Atalay, Manolya; Angin, Pelin, Middle East Tech Univ, Comp Engn, Ankara, Turkey.",,Smart Grid; IoT; Cybersecurity; Digital Twins,IEEE,,English,"IEEE International Workshop on Metrology for Industry 4.0 and IoT(METROIND4.O and IoT), ELECTR NETWORK, JUN 03-05, 2020",,44936.59786,44940.4659,Linatek,Linatek,Accepted,
,Intrusion Detection in Digital Twins for Industrial Control Systems,"Akbarian, Fatemeh and Fitzgerald, Emma and Kihl, Maria",,2020,ISI Web of Science,338-343,,"Nowadays, the growth of advanced technologies is paving the way for
Industrial Control Systems (ICS) and making them more efficient and
smarter. However, this makes ICS more connected to communication
networks that provide a potential platform for attackers to intrude into
the systems and cause damage and catastrophic consequences. In this
paper, we propose implementing digital twins that have been equipped
with an intrusion detection algorithm. Our novel algorithm is able to
detect attacks in a timely manner and also diagnose the type of attack
by classification of different types of attacks. With digital twins,
which are a new concept in ICS, we have virtual replicas of physical
systems so that they precisely mirror the internal behavior of the
physical systems. So by placing the intrusion detection algorithm in
digital twins, security tests can be done remotely without risking
negative impacts on live systems.",Proceedings Paper,,,"Akbarian, F (Corresponding Author), Lund Univ, Dept Elect \& Informat Technol, Lund, Sweden.Akbarian, Fatemeh; Fitzgerald, Emma; Kihl, Maria, Lund Univ, Dept Elect \& Informat Technol, Lund, Sweden.Fitzgerald, Emma, Warsaw Univ Technol, Inst Telecommun, Warsaw, Poland.",,Intrusion detection; Digital twins; Industrial control systems,IEEE,1848-1744,English,"28th International Conference on Software, Telecommunications andComputer Networks (SoftCOM), ELECTR NETWORK, SEP 17-19, 2020",,44936.59786,44940.46332,Linatek,Linatek,Accepted,
,Cyber Digital Twin Simulator for Automatic Gathering and Prioritizationof Security Controls' Requirements,"Hadar, Ethan and Kravchenko, Dmitry and Basovskiy, Alexander",,2020,ISI Web of Science,250-259,,"The scale and complexity of cyber threats in digital enterprises hamper
operators' ability to gather, prioritize and rationalize which security
controls requirements should be handled first to achieve rapid risk
reduction. This paper presents a cyber digital twin, based on attack
graph analytics, that automatically gathers and prioritizes security
controls requirements at scale over active networks. The first-of-a-kind
twin collects information about the computer network, associates it with
attack tactics, measures the efficiency of implemented security controls
requirements and automatically detects missing security controls. The
twin also evaluates a cyber risk value using the attack graph and
proposes prioritization of the detected requirements to rapidly reduce
risk within existing system constraints. The cyber digital twin
simulator offers several new risk reduction methods for automatically
selecting security controls requirements. The necessary data for
constructing a contextual cyber digital twin is defined, including the
relationship between security controls and attack tactics. The paper
illustrates the calculations used for ranking security controls' risk
impact, the algorithm for security controls' requirements
prioritization, and finally demonstrates successful results using a
field experiment conducted via an active network.",Proceedings Paper,10.1109/RE48521.2020.00035,,"Hadar, E (Corresponding Author), Cyber Fus Ctr, Accenture Labs, Tel Aviv, Israel.Hadar, Ethan; Kravchenko, Dmitry; Basovskiy, Alexander, Cyber Fus Ctr, Accenture Labs, Tel Aviv, Israel.",,Security Controls; Cyber Digital Twin; Requirements Prioritization;Agile Security; Analytical Attack Graph; Attack Surface,IEEE,2332-6441,English,"28th IEEE International Requirements Engineering Conference (RE),Zurich, SWITZERLAND, AUG 31-SEP 04, 2020",,44936.59786,44940.41684,Linatek,Linatek,Accepted,
,(POSTER) SmartTwins: Secure and Auditable DLT-based Digital Twins forthe WoT,"Pittaras, Iakovos and Polyzos, George C.",,2022,ISI Web of Science,82-84,,"Digital Twins and the Internet of Things (IoT) are two of the most
prominent recent concepts and technologies. The IoT supports many
applications that merge the physical with the cyber world. This
highlights the need for improved security. Here, we argue that digital
twins can help in securing and strengthening the IoT by using them for
interacting with the actual IoT devices. While most digital twins
implementations are centralized, we propose to integrate Distributed
Ledger Technologies (DLTs) and digital twins into the IoT to realize
decentralized, secure, available, flexible, and auditable
blockchain-based IoT services for IoT devices that follow the W3C Web of
Things (WoT) standards. In this work, we present the design of
SmartTwin, a blockchain-based digital twin framework for which we
provide two different implementations using two different blockchains,
we present the design trade-offs, and we discuss future research and
development directions.",Proceedings Paper,10.1109/DCOSS54816.2022.00027,,"Pittaras, I (Corresponding Author), Athens Univ Econ \& Business, Sch Informat Sci \& Technol, Dept Informat, Mobile Multimedia Lab, Athens, Greece.Pittaras, Iakovos; Polyzos, George C., Athens Univ Econ \& Business, Sch Informat Sci \& Technol, Dept Informat, Mobile Multimedia Lab, Athens, Greece.",,Digital Twins; Distributed Ledger Technologies; Internet of Things;Sensing; Actuation; Blockchain; Ethereum; Hyperledger Fabric;Auditability; Availability,IEEE COMPUTER SOC,2325-2936,English,"18th Annual International Conference on Distributed Computing in SensorSystems (DCOSS), Los Angeles, CA, MAY 30-JUN 01, 2022",,44936.59786,44940.39089,Linatek,Linatek,Accepted,
,An Industrial Network Digital Twin for enhanced security of Cyber-Physical Systems,"Grasselli, Chiara and Melis, Andrea and Rinieri, Lorenzo and Berardi, Davide and Gori, Giacomo and Sadi, Amir Al",,2022,IEEE Digital Library,1-7,,"In this manuscript we describe the implementation of a digital twin for industrial networks. The aim is to provide a playground for cyber-security analysis and validation without the risk of interfering to any extent with the real cyber-physical system and its environment. The proposed implementation methodology provides a very high degree of automation, following the telecom-oriented NFV-MANO approach, and shows that different network topologies may be activated in a matter of just a few minutes. Each topology may then be used as a sort of cyber-range for the experimentation of possible attacks and validation of related countermeasures.",,10.1109/ISNCC55209.2022.9851731,,,,Industries;Computers;Automation;Network topology;Digital twins;Topology;Telecommunications;Industry 4.0;Digital Twin;Cyber security;Cyber range Cyber-Physical Systems.,,,,,,44936.59772,44938.4903,Linatek,Linatek,Accepted,
,DTCPN: A Digital Twin Cyber Platform Based on NFV,"Wang, Xiulei and Gao, Yan and Deng, Li and Chen, Ming",,2022,IEEE Digital Library,579-583,,"Existing network emulation or simulation platforms provide efficient way to analyze, test and evaluate new network technology and equipment. However, these platforms have disadvantages such as poor interactivity, model sensitive and low reality. To solve these problems, a Digital Twin Cyber Platform based on NFV (DTCPN) is proposed in this paper. Firstly, by analyzing the function principles of digital twin and NFV technology, a system model which combines the advantages of digital twin and NFV is proposed. Secondly, the working principle and advantages of DTCPN are presented. Thirdly, the prototype of DTCPN is designed and typical applications of DTCPN in network security, network management and network applications are presented. The evaluation results show that DTCPN works in a way free from network modeling and provide an easy interaction and high reality technology for network innovations.",,10.1109/WoWMoM54355.2022.00090,,,,Wireless communication;Analytical models;Wireless sensor networks;Technological innovation;Emulation;Prototypes;Network security;digital twin;network function;virtualization;test platform;system model;prototype,,,,,,44936.59772,44938.44073,Linatek,Linatek,Accepted,
,A Digital Twin Prototype for Product Lifecycle Data Management,"Schranz, Christoph and Strohmeier, Felix and Damjanovic-Behrendt, Violeta",,2020,IEEE Digital Library,1-6,,"The rapid progress in IoT- and CPS-enabled devices and their convergence in the Connected and Automated Mobility (CAM) sector have changed information and knowledge sharing and collaboration perspectives between multiple stakeholders. This paper presents an approach to data integration and analytics created to enhance IoT- and CPS-based Product Lifecycle Data Management (PLCDM) by adopting the concept of Digital Twins. The paper presents the current implementation of the Digital Twin prototype and its services for enhancing smart vehicle's performances, including security and safety features.",,10.1109/AICCSA50499.2020.9316506,,,,Digital twin;Prototypes;Security;Safety;Metadata;Companies;Stakeholders;Digital Twin;data streaming;lifecycle data management;smart cars;IoT;CPS,,2161-5330,,,,44936.59772,44938.4342,Linatek,Linatek,Accepted,
,Digital Twin-based Intrusion Detection for Industrial Control Systems,"Varghese, Seba Anna and Ghadim, Alireza Dehlaghi and Balador, Ali andAlimadadi, Zahra and Papadimitratos, Panos",,2022,ISI Web of Science,,,"Digital twins have recently gained significant interest in simulation,
optimization, and predictive maintenance of Industrial Control Systems
(ICS). Recent studies discuss the possibility of using digital twins for
intrusion detection in industrial systems. Accordingly, this study
contributes to a digital twin-based security framework for industrial
control systems, extending its capabilities for simulation of attacks
and defense mechanisms. Four types of process-aware attack scenarios are
implemented on a standalone open-source digital twin of an industrial
filling plant: command injection, network Denial of Service (DoS),
calculated measurement modification, and naive measurement modification.
A stacked ensemble classifier is proposed as the real-time intrusion
detection, based on the offline evaluation of eight supervised machine
learning algorithms. The designed stacked model outperforms previous
methods in terms of F1-Score and accuracy, by combining the predictions
of various algorithms, while it can detect and classify intrusions in
near real-time (0.1 seconds). This study also discusses the practicality
and benefits of the proposed digital twin-based security framework.",Proceedings Paper,10.1109/PerComWorkshops53856.2022.9767492,,"Varghese, SA (Corresponding Author), KTH Royal Inst Technol, Networked Syst Secur Grp, Stockholm, Sweden.Varghese, SA (Corresponding Author), RISE Res Inst Sweden, Vasteras, Sweden.Varghese, Seba Anna; Alimadadi, Zahra; Papadimitratos, Panos, KTH Royal Inst Technol, Networked Syst Secur Grp, Stockholm, Sweden.Varghese, Seba Anna; Ghadim, Alireza Dehlaghi; Balador, Ali, RISE Res Inst Sweden, Vasteras, Sweden.",,Digital Twin; Intrusion Detection Systems; Industrial Control Systems;Machine Learning; Stacked Ensemble Model,IEEE,,English,"IEEE International Conference on Pervasive Computing and Communications(PerCom), ELECTR NETWORK, MAR 21-25, 2022",,44936.59786,44939.77821,Linatek,Linatek,Accepted,
,Digital Twins for Enhanced Resilience: Aerospace Manufacturing Scenario,"Becue, Adrien and Praddaude, Martin and Maia, Eva and Hogrel, Nicolasand Praca, Isabel and Yaich, Reda",,2022,ISI Web of Science,107-118,451,"European manufacturing industry faces a growing cyber-threat landscape
which increasingly involves sophisticated nation-state-sponsored actors.
Moreover, while the ongoing evolution towards more connected production
environments generates significant benefits in productivity, it also
creates more complex risk scenarios. In this work we show how Digital
Twins enhance the resilience and improve the overall security posture of
manufacturing industry, based on a highly critical scenario unfolding in
the aerospace sector.",Proceedings Paper,10.1007/978-3-031-07478-3\_9,,"Maia, E (Corresponding Author), GECAD ISEP, Porto, Portugal.Becue, Adrien; Praddaude, Martin; Hogrel, Nicolas, Airbus Cybersecur SAS, Elancourt, France.Maia, Eva; Praca, Isabel, GECAD ISEP, Porto, Portugal.Yaich, Reda, IRT SystemX, Rennes, France.",,Digital Twin; Distributed manufacturing; Cyber resilience,SPRINGER INTERNATIONAL PUBLISHING AG,1865-1348,English,"34th International Conference on Advanced Information SystemsEngineering (CAiSE), Leuven, BELGIUM, JUN 06-10, 2022",,44936.59786,44940.35991,Linatek,Linatek,Accepted,
,Real-Time Digital Twin of Residential Energy Storage System for Cyber-Security Study,"Shitole, Amardeep B. and Kandasamy, Nandha Kumar and Liew, Lin Shen and Sim, Lewin and Bui, Anh Khoa",,2021,IEEE Digital Library,1-6,,"Modern Residential Energy Storage Systems (RESSs) are monitored and controlled using Cloud based Energy Management System (CEMS). Analyzing the cyber-security of such RESSs controlled by CEMS is critical for developing appropriate Intrusion Detection Systems against cyber attacks targeting such RESSs. However, it is impractical and expensive to modify, scale and replicate the physical RESS as per the cyber-security study requirements. This paper presents, a lowcost Real-Time Digital Twin (RTDT) of an interconnected and distributed RESSs controlled and monitored via CEMS. Systematic procedure for the development of RTDT of a Cyber-Physical System (CPS) is described in detail. The proposed RTDT of a physical RESS test-bed gives flexibility to modify, scale and replicate the system without compromising its real-time fidelity. The development procedure can be easily replicated to develop RTDT of any CPS or micro-grid test-beds. To minimize RTDT development cost, single board computer with Simulink Desktop Real-Time is used instead of using expensive real-time simulators. The CEMS graphical user interface of the RTDT gives flexibility to control interconnected RESSs via the internet cloud. An experimental case study is presented to verify the performance of the RTDT. The RTDT is developed for a commercially available RESS and CEMS, and not for a theoretical system.",,10.1109/STPEC52385.2021.9718616,,,,Cloud computing;Systematics;Costs;Software packages;Digital twin;Real-time systems;Monitoring;Cyber-physical system;real-time digital twin;cyber-security;residential energy storage system,,,,,,44936.59772,44938.37686,Linatek,Linatek,Accepted,
,Digital Twin: A Comprehensive Survey of Security Threats,"Alcaraz, Cristina and Lopez, Javier",IEEE Communications Surveys & Tutorials,2022,IEEE Digital Library,1475-1503,24,"Industry 4.0 is having an increasingly positive impact on the value chain by modernizing and optimizing the production and distribution processes. In this streamline, the digital twin (DT) is one of the most cutting-edge technologies of Industry 4.0, providing simulation capabilities to forecast, optimize and estimate states and configurations. In turn, these technological capabilities are encouraging industrial stakeholders to invest in the new paradigm, though an increased focus on the risks involved is really needed. More precisely, the deployment of a DT is based on the composition of technologies such as cyber-physical systems, the Industrial Internet of Things, edge computing, virtualization infrastructures, artificial intelligence and big data. However, the confluence of all these technologies and the implicit interaction with the physical counterpart of the DT in the real world generate multiple security threats that have not yet been sufficiently studied. In that context, this paper analyzes the current state of the DT paradigm and classifies the potential threats associated with it, taking into consideration its functionality layers and the operational requirements in order to achieve a more complete and useful classification. We also provide a preliminary set of security recommendations and approaches that can help to ensure the appropriate and trustworthy use of a DT.",,10.1109/COMST.2022.3171465,,,,Tutorials;Production;Predictive models;Fourth Industrial Revolution;Digital twins;Security;Stakeholders;Digital twin;cybersecurity;industry 40,,1553-877X,,,,44936.59772,44938.34946,Linatek,Linatek,Accepted,
,"Secure, Mass Web of Things Actuation Using Smart Contracts-Based Digital Twins","Pittaras, Iakovos and Fotiou, Nikos and Karapapas, Christos and Siris, Vasilios A. and Polyzos, George C.",,2022,IEEE Digital Library,1-6,,"The proliferation of Internet of Things (IoT) devices and applications that need to cooperate unattended highlights the need for seamless interoperability and intrinsic security. We argue that Distributed Ledger Technologies (DLTs), due to their decentralized nature, transparent operations, immutability, and availability, can enhance the security, reliability, and interoperability of such IoT systems. In this paper, we advance the integration of W3C's Web of Things (WoT) standards with DLTs and smart contracts, introducing smart contracts as “Digital Twins” of (physical) devices, or whole Cyber-Physical subsystems. Namely, we introduce a DLT-based architecture for controlling devices across federated IoT systems, securely, reliably, and with full auditability. The proposed architecture provides mass actuation and service composition with notable security properties, such as full auditability, transparency, and high availability. Specifically, a single request, with multiple action parameters and conditions, can trigger the reliable and secure actuation of a large number of possibly physically dispersed actuators.",,10.1109/ISCC55528.2022.9912991,,,,Distributed ledger;Smart contracts;W3C;Computer architecture;Digital twins;Internet of Things;Security;Digital Twins;DLTs;Blockchain;IoT;WoT;Ethereum;Interoperability;Auditability;Availability,,2642-7389,,,,44936.59771,44937.9222,Linatek,Linatek,Accepted,
,Convoy_DTN: A Security Interaction Engine Design For Digital Twin Network,"Chen, Meiling and Shao, Jing and Guo, Sixu and Su, Li and Du, Haitao",,2021,IEEE Digital Library,1-5,,"A digital twin is a real-time representation of physical assets in a digital world. In future 6G networks, digital twin as the key technology will be widely used in intelligent manufacturing, smart city and scientific research etc., forwarding the whole society towards a ""digital twin"" world combining virtualization and reality. Just like the real network, the Digital Twin Network (DTN) will also face security risks and various attacks. In the DTN, the wrong instruction distribution from the twin network to physical network will directly affect the real world and cause chaos, so it is necessary to ensure the security of interaction interface. In this paper, we propose a security interaction engine named Digital Twin Protection Function (DTPF) to guarantee the confidentiality, integrity, stability and non-reputation of messages during DTN policy distribution, which can provide a reference for securing the development of DTN.",,10.1109/GCWkshps52748.2021.9682031,,,,Industries;6G mobile communication;Privacy;Smart cities;Digital twin;Stability analysis;Real-time systems;Digital Twin Network;6G;Security risks;Security requirements;DTPF,,,,,,44936.59771,44937.91949,Linatek,Linatek,Accepted,
,Deep Learning Driven Security in Digital Twins of Drone Network,"Wu, Jingyi and Guo, Jinkang and Lv, Zhihan",,2022,IEEE Digital Library,1-6,,"This study aims to explore the security issues and computational intelligence of drone information system based on deep learning. Targeting at the security issues of the drone system when it is attacked, this study adopts the improved long short-term memory (LSTM) network to analyze the cyber physical system (CPS) data for prediction from the perspective of predicting the control signal data of the system before the attack occurs. At the same time, the differential privacy frequent subgraph (DPFS) is introduced to keep data privacy confidential, and the digital twins technology is used to map the operating environment of the drone in the physical space, and an attack prediction model for drone digital twins CPS is constructed based on differential privacy-improved LSTM. Finally, the tennessee eastman (TE) process is undertaken as a simulation platform to simulate the constructed model so as to verify its performance. In addition, the proposed model is compared with the Bidirectional LSTM (BiLSTM) and Attention-BiLSTM models proposed by other scholars. It was found that the root mean square error (RMSE) of the proposed model is the smallest (0.20) when the number of hidden layer nodes is 26. Comparison with the actual flow value shows that the proposed algorithm is more accurate with better fitting. Therefore, the constructed drone attack prediction model can achieve higher prediction accuracy and obvious better robustness under the premise of ensuring errors, which can provide experimental basis for the later security and intelligent development of drone system.",,10.1109/ICC45855.2022.9838734,,,,Deep learning;Differential privacy;Fitting;Predictive models;Prediction algorithms;Data models;Robustness;unmanned aerial vehicle;deep learning;dpfs frequent subgragh;attack;security;digital twins,,1938-1883,,,,44936.59771,44937.91786,Linatek,Linatek,Accepted,
,A Digital Twin for the 5G Era: the SPIDER Cyber Range,"Rebecchi, Filippo and Pastor, Antonio and Mozo, Alberto and Lombardo, Chiara and Bruschi, Roberto and Aliferis, Ilias and Doriguzzi-Corin, Roberto and Gouvas, Panagiotis and Alvarez Romero, Antonio and Angelogianni, Anna and Politis, Ilias and Xenakis, Christos",,2022,IEEE Digital Library,567-572,,"Service providers, 5G network operators and, more generally, vertical industries face today a dangerous shortage of highly skilled cybersecurity experts. Along with the escalation and growing sophistication of cyber-attacks, 5G networks require the training of skilled and highly competent cyber forces. To meet these requirements, the SPIDER cyber range focuses specifically on 5G, and is based on three pillars, (i) cyber security assessment, (ii) training cyber security teams to defend against complex cyber-attack scenarios, and (iii) evaluation of cyber risk. The SPIDER cyber range replicates a customized 5G network, enabling the execution of cyber-exercises that take advantage of hands-on interaction in real time, the sharing of information between participants, and the gathering of feedback from network equipment, as well as the development and adaptation of advanced operational procedures. This aims to help 5G security professionals improve their ability to collaboratively manage and predict security incidents, complex attacks, and propagated vulnerabilities. The SPIDER cyber range is validated in two relevant use case scenarios aimed at demonstrating, in a realistic, measurable, and replicable way the transformations SPIDER will bring to the cybersecurity industry.",,10.1109/WoWMoM54355.2022.00088,,,,Training;Industries;Wireless communication;5G mobile communication;Pipelines;Real-time systems;Digital twins;5G;Digital Twin;Cyber Range,,,,,,44936.59771,44937.91336,Linatek,Linatek,Accepted,- where is it????
,SPDT: Secure and Privacy-Preserving Scheme for Digital Twin-based Traffic Control,"Lai, Chengzhe and Wang, Menghua and Zheng, Dong",,2022,IEEE Digital Library,144-149,,"With the increasing complexity of the driving environment, more and more attention has been paid to the research on improving the intelligentization of traffic control. Among them, the digital twin-based internet of vehicle can establish a mirror system on the cloud to improve the efficiency of communication between vehicles, provide warning and safety instructions for drivers, avoid driving potential dangers. To ensure the security and effectiveness of data sharing in traffic control, this paper proposes a secure and privacy-preserving scheme for digital twin-based traffic control. Specifically, in the data uploading phase, we employ a group signature with a time-bound keys technique to realize data source authentication with efficient members revocation and privacy protection, which can ensure that data can be securely stored on cloud service providers after it synchronizes to its twin. In the data sharing stage, we employ the secure and efficient attribute-based access control technique to provide flexible and efficient data sharing, in which the parameters of a specific sub-policy can be stored during the first decryption and reused in subsequent data access containing the same sub-policy, thus reducing the computing complexity. Finally, we analyze the security and efficiency of the scheme theoretically.",,10.1109/ICCC55456.2022.9880784,,,,Cloud computing;Data privacy;Soft sensors;Authentication;Traffic control;Complexity theory;Safety;Security;Privacy;Digital Twin;Traffic Control,,2377-8644,,,,44936.59771,44937.90199,Linatek,Linatek,Accepted,"- This paper is related to RQ2. 
- Authentication 
- secure and privacy-preserving communication "
,Digital Twins for Industrial Control Systems Security,"Francia, Guillermo and Hall, Gregory",,2021,IEEE Digital Library,801-805,,"The emergence of Digital Twins in Industrial Control Systems has enabled advances in the test and evaluation of those systems in a low-cost and non-disruptive manner. The authors propose leveraging these benefits even farther, using the conformance of the digital twin to its physical counterpart to enable security testing of Industrial Control Systems for vulnerability assessment and penetration testing. A proof-of-concept system involving a bottle-filling system controlled by a Programmable Logic Controller (PLC) is presented.",,10.1109/CSCI54926.2021.00029,,,,Integrated circuits;Scientific computing;Industrial control;Programmable logic devices;Control systems;Digital twins;Security;Digital Twin;Industrial Control Systems (ICS) Security;Cyber Warfare;Manufacturing System Security,,,,,,44936.59771,44937.89488,Linatek,Linatek,Accepted,
